isogroup66386_c0_g1	 Ragulator complex protein LAMTOR5
isogroup32107_c0_g1	ATP5F1 ATP synthesis coupled proton transport
isogroup32102_c1_g1	PPP4C phosphoprotein phosphatase activity
isogroup32102_c0_g1	 Serine threonine-protein phosphatase
isogroup32165_c0_g1	COMMD2 nucleic acid-templated transcription
isogroup32175_c2_g1	CSNK1G2 regulation of cell shape
isogroup32175_c0_g2	CSNK1G2 regulation of cell shape
isogroup32134_c0_g1	AMDHD2 Amidohydrolase domain containing 2
isogroup32133_c0_g1	SSPO Subcommissural organ spondin
isogroup32156_c0_g2	DEGS2 Degenerative spermatocyte homolog 2, lipid desaturase (Drosophila)
isogroup32183_c0_g1	 retrotransposable element Tf2 155 kDa protein type 1-like
isogroup32189_c0_g1	Pdh Belongs to the short-chain dehydrogenases reductases (SDR) family
isogroup32196_c0_g1	HCLS1 hematopoietic cell-specific Lyn substrate 1
isogroup32196_c0_g2	HCLS1 hematopoietic cell-specific Lyn substrate 1
isogroup32191_c0_g1	NUP160 nuclear pore complex protein Nup160
isogroup32170_c0_g1	OTUB1 NEDD8-specific protease activity
isogroup32142_c0_g1	DLC-D dynein, light chain
isogroup32140_c1_g1	Hsp68 heat shock-mediated polytene chromosome puffing
isogroup32140_c0_g1	hsp70 heat shock protein
isogroup32140_c0_g2	 MreB/Mbl protein
isogroup32172_c0_g1	HAO1 very-long-chain-(S)-2-hydroxy-acid oxidase activity
isogroup32144_c0_g1	TAF10 Transcription initiation factor TFIID 23-30kDa subunit
isogroup32182_c0_g1	IMMP1L IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)
isogroup32166_c0_g2	HCFC2 release from viral latency
isogroup32130_c0_g1	COPS6 Cop9 signalosome
isogroup32145_c0_g1	 Pleckstrin homology domain.
isogroup32151_c0_g1	DAGLA retrograde trans-synaptic signaling by lipid
isogroup32136_c0_g1	SEH1L positive regulation of TORC1 signaling
isogroup32160_c0_g1	TMEM131 Transmembrane protein 131-like
isogroup32186_c0_g1	PIH1D3 PIH1 domain containing 3
isogroup32193_c0_g1	 Aminotransferase class-V
isogroup14439_c0_g1	NAP1L1 nucleosome assembly
isogroup14417_c0_g1	CCDC12 cwf18 pre-mRNA splicing factor
isogroup14421_c1_g2	MCMDC2 DNA replication initiation
isogroup14421_c0_g1	CCDC174 Domain of unknown function (DUF4078)
isogroup14462_c0_g1	MED16 Mediator of RNA polymerase II transcription subunit 16
isogroup14492_c0_g1	 ATPase activity, coupled to transmembrane movement of substances
isogroup14492_c0_g2	 ATPase activity, coupled to transmembrane movement of substances
isogroup14404_c0_g1	 MutL C terminal dimerisation domain
isogroup14404_c0_g2	 MutL C terminal dimerisation domain
isogroup14408_c0_g1	MARS methionyl-tRNA aminoacylation
isogroup14442_c0_g1	NELFCD negative regulation of transcription, DNA-templated
isogroup14434_c0_g1	GDAP2 Ganglioside induced differentiation associated protein 2
isogroup14475_c0_g2	PCBP3 C-rich single-stranded DNA binding
isogroup14475_c0_g3	PCBP3 C-rich single-stranded DNA binding
isogroup14491_c1_g1	METTL4 Belongs to the MT-A70-like family
isogroup14491_c0_g2	EI24 macroautophagy
isogroup14489_c0_g3	NIT2 omega-amidase activity
isogroup14477_c0_g1	 negative regulation of non-canonical Wnt signaling pathway
isogroup14455_c0_g1	UHRF1BP1L identical protein binding
isogroup14444_c0_g1	SLC8A1 Solute carrier family 8 (sodium calcium exchanger), member
isogroup14407_c0_g1	 Amnionless
isogroup14451_c0_g1	 Enoyl-(Acyl carrier protein) reductase
isogroup14472_c0_g1	COMMD1 negative regulation of sodium ion transmembrane transport
isogroup14474_c0_g1	 electron carrier activity. It is involved in the biological process described with oxidation-reduction process
isogroup14487_c0_g1	 40S ribosomal protein
isogroup14429_c0_g1	 negative regulation of non-canonical Wnt signaling pathway
isogroup14429_c0_g2	 negative regulation of non-canonical Wnt signaling pathway
isogroup14446_c1_g1	Hsc70-4 MreB/Mbl protein
isogroup14495_c1_g1	RNF115 Ring finger protein 115
isogroup14448_c0_g1	ITGA9 integrin
isogroup14464_c0_g1	awd Nucleoside diphosphate kinase
isogroup14464_c0_g2	awd Nucleoside diphosphate kinase
isogroup14424_c0_g1	 Carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
isogroup14453_c0_g1	HS1BP3 HCLS1 binding protein 3
isogroup14456_c0_g1	 Filamin C, gamma
isogroup11328_c0_g6	 Integrase core domain
isogroup11328_c0_g1	LIPT1 lipoyltransferase 1
isogroup11324_c0_g1	ECEL1 enzyme-like 1
isogroup11341_c0_g1	POLRMT dna-directed rna polymerase
isogroup11335_c1_g1	 Reverse transcriptase (RNA-dependent DNA polymerase)
isogroup11335_c0_g1	RNF113A Ring finger protein 113A
isogroup11318_c1_g1	CNOT8 CCR4-NOT transcription complex, subunit 7
isogroup11315_c0_g1	SLC37A1 Solute carrier family 37
isogroup11315_c0_g2	SLC37A1 Solute carrier family 37
isogroup11356_c0_g1	 Peptidase inhibitor I9
isogroup11312_c0_g1	PHC3 syncytial blastoderm mitotic cell cycle
isogroup11394_c0_g1	GAPDH Glyceraldehyde-3-phosphate dehydrogenase
isogroup11329_c0_g1	HLCS biotin-[acetyl-CoA-carboxylase] ligase activity
isogroup11378_c0_g2	 PP-loop family
isogroup11344_c0_g1	 PiggyBac transposable
isogroup11331_c0_g1	RCN1 Reticulocalbin 1, EF-hand calcium binding domain
isogroup11349_c0_g1	 adenosine kinase activity
isogroup11377_c0_g1	GRM3 adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway
isogroup11387_c0_g1	CHMP6 Charged multivesicular body protein
isogroup11340_c0_g1	 Fatty acid amide hydrolase-like
isogroup11327_c0_g1	PAPOLG interspecies interaction between organisms
isogroup11383_c0_g1	 protein heterodimerization activity
isogroup11371_c0_g1	 Belongs to the G-protein coupled receptor 2 family
isogroup11371_c0_g2	 Belongs to the G-protein coupled receptor 2 family
isogroup11336_c0_g1	Sod Destroys radicals which are normally produced within the cells and which are toxic to biological systems
isogroup11353_c0_g1	CARM1 Methylates (mono- and asymmetric dimethylation) the guanidino nitrogens of arginyl residues in proteins. May methylate histone H3 at 'Arg-17' and activate transcription via chromatin remodeling
isogroup11353_c0_g2	CARM1 protein-arginine omega-N asymmetric methyltransferase activity
isogroup11364_c0_g1	SHMT2 glycine biosynthetic process from serine
isogroup11382_c0_g1	P4HB protein disulfide isomerase activity
isogroup11330_c0_g1	COX5B mitochondrial ATP synthesis coupled proton transport
isogroup11330_c0_g2	COX5B mitochondrial ATP synthesis coupled proton transport
isogroup11322_c0_g1	 regulation of RNA splicing
isogroup11343_c0_g3	CBP EF-hand domain pair
isogroup11358_c0_g1	FAM47E FAM47 family
isogroup32784_c0_g1	ARL6 protein transport from ciliary membrane to plasma membrane
isogroup32745_c0_g4	TM9SF4 protein serine/threonine phosphatase inhibitor activity
isogroup32745_c0_g1	TM9SF4 protein serine/threonine phosphatase inhibitor activity
isogroup32745_c0_g2	TM9SF4 protein serine/threonine phosphatase inhibitor activity
isogroup32735_c0_g1	PLA2G15 phosphatidylethanolamine catabolic process
isogroup32721_c0_g1	PSMA7 The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
isogroup32761_c0_g1	MOXD1 DBH-like monooxygenase protein 1
isogroup32740_c0_g1	rdgBbeta phosphatidylinositol transporter activity
isogroup32782_c0_g1	CTNS cystinosin, lysosomal cystine transporter
isogroup32716_c0_g1	RPL13 ribosomal protein L13
isogroup32775_c0_g1	 5S rRNA binding
isogroup32796_c0_g1	 hAT family C-terminal dimerisation region
isogroup26981_c0_g1	SLMO2 phosphatidic acid transporter activity
isogroup26900_c0_g1	FCER2 IgE binding
isogroup26945_c0_g1	CCDC93 Golgi to plasma membrane transport
isogroup26999_c0_g1	COMMD6 COMM domain-containing protein
isogroup26993_c0_g1	 Unconventional myosin-X-like
isogroup26958_c0_g1	MAN2B1 carbohydrate binding. It is involved in the biological process described with mannose metabolic process
isogroup26923_c1_g3	CTNNB1 Catenin (cadherin-associated protein), beta 1
isogroup26923_c1_g1	arm Armadillo segment polarity protein
isogroup26976_c0_g1	NXN protein-disulfide reductase activity
isogroup26946_c0_g1	UPF2 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
isogroup26917_c0_g1	PTPRQ protein tyrosine phosphatase activity
isogroup41413_c0_g2	HAAO 3-hydroxyanthranilate 3,4-dioxygenase activity
isogroup41423_c0_g1	HCK Tyrosine-protein kinase HCK
isogroup41420_c0_g1	AP1M1 endosome to melanosome transport
isogroup41454_c0_g1	CYFIP1 positive regulation of neurotrophin TRK receptor signaling pathway
isogroup41495_c0_g1	CA4 carbonate dehydratase activity
isogroup41479_c0_g1	ARMC3 Armadillo repeat-containing protein 3
isogroup41469_c0_g2	 esophagus smooth muscle contraction
isogroup41483_c0_g1	TMEM144 Transmembrane protein 144
isogroup41428_c0_g1	MRPL23 mitochondrial translation
isogroup41482_c0_g1	PTPRA protein tyrosine phosphatase activity
isogroup41450_c0_g1	PSMD2 regulation of protein catabolic process
isogroup41452_c0_g1	 Family with sequence similarity 46, member
isogroup41484_c1_g2	SLC15A4 histidine transport
isogroup41492_c0_g1	 calcineurin-NFAT signaling cascade
isogroup41492_c0_g2	 calcineurin-NFAT signaling cascade
isogroup41410_c0_g2	 ATPase activity, coupled to transmembrane movement of substances
isogroup25984_c0_g1	 Catalytic activity
isogroup25986_c0_g1	Pepck GTP binding. It is involved in the biological process described with gluconeogenesis
isogroup25942_c0_g1	 Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein.
isogroup25974_c0_g1	SPTLC1 Serine palmitoyltransferase, long chain base subunit 1
isogroup25992_c0_g1	RASGRP1 diacylglycerol binding
isogroup25968_c0_g1	ATPsynbeta Produces ATP from ADP in the presence of a proton gradient across the membrane
isogroup25901_c0_g1	 Belongs to the G-protein coupled receptor 2 family
isogroup25948_c0_g1	ATP6V1B2 V-type proton ATPase subunit B
isogroup25976_c0_g1	 Glycosyltransferase family 92
isogroup25940_c1_g1	 arachidonate 5-lipoxygenase activity
isogroup25917_c0_g1	COMMD1 negative regulation of sodium ion transmembrane transport
isogroup25991_c0_g1	YIPF1 Yip1 domain family member 1
isogroup25927_c0_g1	 gamma-aminobutyric acid type B receptor subunit
isogroup25952_c0_g1	cathD aspartic-type endopeptidase activity
isogroup25931_c0_g1	ANKLE1 ankyrin repeat and LEM
isogroup25949_c0_g4	PXDN peroxidase activity
isogroup25960_c0_g1	TMEM165 Golgi calcium ion transport
isogroup25958_c0_g1	RNASEH2A RNA-DNA hybrid ribonuclease activity
isogroup25990_c0_g1	TCF12 bHLH transcription factor binding
isogroup25994_c0_g1	ZFYVE21 metal ion binding
isogroup25983_c1_g1	 CD5 molecule-like
isogroup25914_c0_g1	 GTP binding
isogroup25989_c0_g1	 SRP-dependent cotranslational protein targeting to membrane
isogroup25916_c0_g1	CDIPT CDP-alcohol phosphatidyltransferase
isogroup25907_c0_g1	 Belongs to the peptidase C14A family
isogroup25907_c0_g2	 Belongs to the peptidase C14A family
isogroup51349_c0_g1	U2AF1 pre-mRNA 3'-splice site binding
isogroup51396_c0_g1	NFKB1 nuclear factor of kappa light polypeptide gene enhancer in B-cells
isogroup51325_c0_g1	POFUT2 O-fucosyltransferase 2
isogroup51324_c0_g1	 NHL repeat
isogroup51333_c0_g1	 minus-end-directed vesicle transport along microtubule
isogroup51333_c0_g2	 minus-end-directed vesicle transport along microtubule
isogroup51341_c0_g1	AACS acetoacetyl-CoA synthetase
isogroup51385_c0_g1	CASP10 Caspase 8, apoptosis-related cysteine peptidase, like 2
isogroup51328_c0_g3	ACOT7 Cytosolic acyl coenzyme A thioester
isogroup51303_c0_g1	 Xylose isomerase-like
isogroup51383_c0_g1	PPP1R12C protein phosphatase 1, regulatory subunit
isogroup51376_c0_g2	SLC24A2 calcium, potassium:sodium antiporter activity
isogroup51395_c0_g1	 Tyrosine kinase, catalytic domain
isogroup51340_c0_g2	 Folate receptor family
isogroup51351_c0_g1	MGAT5 Domain of unknown function (DUF4525)
isogroup51399_c0_g1	SPCS2 signal peptide processing
isogroup51329_c0_g1	SLC4A3 sodium:bicarbonate symporter activity
isogroup61919_c0_g1	 Zinc ion binding
isogroup61912_c0_g1	DZANK1 metal ion binding
isogroup61965_c0_g1	 phosphatidate phosphatase
isogroup61957_c0_g2	ZNFX1 Zinc finger NFX1-type containing 1
isogroup61901_c0_g1	 Rho (Ras homology) subfamily of Ras-like small GTPases
isogroup61908_c0_g1	SNRNP200 helicase activity
isogroup61948_c0_g1	FARSA alpha subunit
isogroup84630_c0_g1	B4GALT7 xylosylprotein 4-beta-galactosyltransferase activity
isogroup84678_c0_g2	AIMP1 complex-interacting multifunctional protein
isogroup84627_c0_g1	RIOK3 RIO kinase 3 (yeast)
isogroup24727_c0_g4	YKT6 protein-cysteine S-acyltransferase activity
isogroup24727_c0_g1	YKT6 protein-cysteine S-acyltransferase activity
isogroup24727_c0_g2	YKT6 protein-cysteine S-acyltransferase activity
isogroup24727_c0_g3	YKT6 protein-cysteine S-acyltransferase activity
isogroup24748_c0_g2	TRMT12 tRNA wybutosine-synthesizing protein 2
isogroup24709_c1_g1	 BTB And C-terminal Kelch
isogroup24772_c0_g2	CLTC clathrin light chain binding
isogroup24762_c0_g1	ERI1 histone pre-mRNA stem-loop binding
isogroup24799_c0_g1	DYSF plasma membrane repair
isogroup24720_c0_g1	PPIL6 PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
isogroup24725_c0_g1	CYP4F22 heme binding
isogroup24717_c0_g1	USP15 Belongs to the peptidase C19 family
isogroup24789_c0_g1	STIM2 stromal interaction molecule
isogroup24798_c0_g1	 neurogenic locus notch homolog protein
isogroup24741_c0_g1	HSD17B4 17-beta-hydroxysteroid dehydrogenase (NAD+) activity
isogroup24716_c0_g1	GOLPH3 phosphatidylinositol-4-phosphate binding
isogroup24705_c0_g1	COMMD7 NF-kappaB binding
isogroup24724_c0_g2	DYSF plasma membrane repair
isogroup24793_c0_g1	bud31 positive regulation of androgen receptor activity
isogroup24719_c0_g1	CHMP2A negative regulation of centriole elongation
isogroup24703_c0_g1	ARCN1 The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
isogroup24700_c0_g1	syngr2 Membrane-associating domain
isogroup24726_c0_g2	 Tyrosine kinase, catalytic domain
isogroup24713_c0_g1	PSMD3 regulation of protein catabolic process
isogroup65061_c0_g1	ITGB2 integrin-mediated signaling pathway
isogroup65027_c0_g1	SPTLC2 serine C-palmitoyltransferase activity
isogroup65007_c0_g1	 GTPase activity
isogroup65051_c0_g1	 homophilic cell adhesion via plasma membrane adhesion molecules
isogroup65006_c0_g1	USP8 Belongs to the peptidase C19 family
isogroup65017_c1_g3	GNB4 Guanine nucleotide binding protein (G protein), beta polypeptide
isogroup65017_c1_g1	GNB4 Guanine nucleotide binding protein (G protein), beta polypeptide
isogroup65070_c0_g1	 calcium-dependent phospholipid binding
isogroup65008_c0_g1	DNAJC21 zinc ion binding
isogroup65098_c0_g1	CPT1A Belongs to the carnitine choline acetyltransferase family
isogroup65015_c0_g1	 Si ch211-37e10.1
isogroup65069_c0_g1	PIBF1 
isogroup65054_c0_g1	PRKCD calcium-independent protein kinase C activity
isogroup65034_c0_g1	SLC35C2 UDP-glucose transmembrane transport
isogroup25813_c0_g2	sax activity. It is involved in the biological process described with transmembrane receptor protein serine threonine kinase signaling pathway
isogroup25882_c0_g1	EMC6 Rab5-interacting protein (Rab5ip)
isogroup25829_c0_g1	CUL9 Belongs to the cullin family
isogroup25815_c0_g1	 alpha-1,3-glucosidase activity
isogroup25810_c0_g2	GBP5 Guanylate-binding protein, C-terminal domain
isogroup25817_c0_g1	HELZ2 nuclear receptor transcription coactivator activity
isogroup25844_c0_g1	 phosphatidylinositol transporter activity
isogroup25889_c0_g1	STK4 serine threonine-protein kinase
isogroup25863_c0_g1	AP1G1 Adaptor-related protein complex 1, gamma 1 subunit
isogroup25826_c0_g1	NLRP12 NLR family, pyrin domain containing 12
isogroup25801_c0_g1	DPY19L3 C-mannosyltransferase DPY19L3
isogroup25888_c0_g1	ARHGAP9 Rho gtpase activating protein
isogroup25865_c0_g1	 Calcyphosin-like protein
isogroup50042_c0_g1	PLEKHF2 metal ion binding
isogroup50055_c5_g1	SOAT1 cholesterol O-acyltransferase activity
isogroup50024_c0_g1	UGP2 UDP-glucose pyrophosphorylase 2b
isogroup50018_c0_g1	TCERG1 Transcription elongation regulator
isogroup50088_c0_g1	RUFY1 regulation of establishment of cell polarity
isogroup50044_c0_g1	TCF12 bHLH transcription factor binding
isogroup50023_c0_g1	 zinc ion binding
isogroup50008_c0_g1	RRAGB positive regulation of TOR signaling
isogroup5380_c0_g1	BCAS2 mRNA processing
isogroup5390_c0_g1	DPH6 diphthine-ammonia ligase activity
isogroup5361_c0_g1	RBM28 RNA binding
isogroup5391_c0_g1	 ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
isogroup5340_c0_g1	RAD54L2 ATP binding
isogroup5370_c0_g1	Ndg Calcium ion binding. It is involved in the biological process described with cell-matrix adhesion
isogroup5300_c0_g1	CCDC112 Coiled-coil domain-containing protein 112
isogroup5332_c0_g1	RPS23 maintenance of translational fidelity
isogroup5332_c0_g2	RPS23 maintenance of translational fidelity
isogroup5334_c1_g1	SMIM7 
isogroup5399_c0_g1	B3GAT1 Belongs to the glycosyltransferase 43 family
isogroup5306_c0_g1	TRIM59 negative regulation of viral entry into host cell
isogroup5396_c0_g1	ZMYND12 MYND finger
isogroup5396_c0_g2	RPL6 ribosomal large subunit assembly
isogroup5396_c2_g1	RPL6 60s ribosomal protein
isogroup5309_c0_g1	 Si dkey-24l11.2
isogroup5339_c1_g1	PMPCA protein processing involved in protein targeting to mitochondrion
isogroup5339_c0_g1	SSU72 RNA polymerase II CTD heptapeptide repeat phosphatase activity
isogroup5386_c0_g1	 HYR domain
isogroup5387_c0_g1	MOB2 cellular developmental process
isogroup5344_c0_g2	SUOX sulfite oxidase activity
isogroup5346_c0_g1	LINS Lines C-terminus
isogroup5343_c0_g1	TGS1 RNA trimethylguanosine synthase activity
