isogroup122754_c0_g1	NLRP2 PAAD/DAPIN/Pyrin domain
isogroup67134_c5_g1	P4HB Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide
isogroup67134_c8_g2	 Central component in molecular interactions underlying sperm crawling. Forms an extensive filament system that extends from sperm villipoda, along the leading edge of the pseudopod
isogroup67118_c6_g3	srsf7 serine arginine-rich splicing factor
isogroup67118_c7_g5	 metalloendopeptidase activity. It is involved in the biological process described with proteolysis
isogroup67189_c6_g2	SCAP sterol regulatory element-binding protein cleavage-activating
isogroup67189_c6_g3	SCAP sterol regulatory element-binding protein cleavage-activating
isogroup67119_c0_g1	 ATPase activity, coupled to transmembrane movement of substances
isogroup67195_c1_g2	G3BP2 stress granule assembly
isogroup67131_c0_g1	NDUFA4 NADH dehydrogenase ubiquinone 1 alpha subcomplex
isogroup67110_c0_g1	PPAPDC2 lipid phosphatase activity
isogroup67110_c0_g2	EFCAB9 calcium ion binding
isogroup67103_c0_g1	ANKRD42 Ankyrin repeats (many copies)
isogroup67112_c0_g1	 K02A2.6-like
isogroup67164_c6_g1	C7orf62 Chromosome 7 open reading frame 62
isogroup67164_c9_g1	PAFAH1B1 regulation of microtubule motor activity
isogroup67106_c0_g1	 Fatty acid amide hydrolase-like
isogroup67107_c0_g1	 RNA recognition motif
isogroup67161_c0_g1	NT5C3B 5'-nucleotidase activity
isogroup67146_c2_g1	 intein-mediated protein splicing
isogroup67190_c0_g1	FIBCD1 Fibrinogen-related domains (FReDs)
isogroup67183_c0_g1	 3',5'-cyclic-GMP phosphodiesterase activity
isogroup67168_c5_g1	RPL4 Ribosomal protein L4
isogroup67168_c6_g1	RPL4 structural constituent of ribosome
isogroup67168_c6_g2	RPL4 Ribosomal protein L4
isogroup67168_c6_g3	RPL4 Ribosomal protein L4
isogroup67168_c6_g12	 60S ribosomal protein L4 C-terminal domain
isogroup67168_c6_g14	RPL4 Ribosomal protein L4
isogroup67168_c6_g15	RPL4 Ribosomal protein L4
isogroup67104_c0_g2	HDDC3 guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
isogroup67198_c0_g1	 NACHT domain
isogroup67198_c0_g2	 NACHT domain
isogroup67177_c0_g1	CYLD Belongs to the peptidase C19 family
isogroup67188_c0_g2	CCT2 chaperone mediated protein folding independent of cofactor
isogroup67188_c0_g4	CCT2 chaperone mediated protein folding independent of cofactor
isogroup67170_c0_g2	 Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. Condensing enzyme that elongates fatty acids with 12, 14 and 16 carbons with higher activity toward C16 0 acyl-CoAs. Catalyzes the synthesis of unsaturated C16 long chain fatty acids and, to a lesser extent, C18 0 and those with low desaturation degree. May participate to the production of saturated and monounsaturated VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators
isogroup67174_c9_g1	TXNRD2 thioredoxin reductase 2
isogroup67125_c0_g1	LYSMD3 Lysin motif
isogroup67114_c5_g5	OGG1 8-oxoguanine DNA glycosylase
isogroup67196_c2_g1	SUPT4H1 positive regulation of DNA-templated transcription, elongation
isogroup67129_c5_g1	 Cytochrome P450
isogroup67129_c5_g4	CYP1A2 aromatase activity
isogroup67144_c0_g1	CYB5D2 heme binding
isogroup98682_c0_g1	MCM10 DNA replication origin binding
isogroup98691_c0_g1	MRPL46 hydrolase activity
isogroup98660_c0_g1	KIF23 plus-end-directed vesicle transport along microtubule
isogroup46592_c0_g1	SAP30 skeletal muscle cell differentiation
isogroup46532_c0_g1	 Required for proper 34S pre-rRNA processing and 60S ribosome subunit assembly
isogroup46583_c0_g1	TMOD1 pointed-end actin filament capping
isogroup46576_c0_g1	plb1 Phospholipase B1
isogroup46567_c0_g1	CARS cysteine-tRNA ligase activity
isogroup46557_c0_g1	CCT8L2 unfolded protein binding
isogroup46575_c0_g1	 nucleotidase 1
isogroup46506_c0_g1	CTR9 positive regulation of histone H3-K79 methylation
isogroup61805_c1_g1	FKBP4 Peptidyl-prolyl cis-trans isomerase FKBP4
isogroup61805_c1_g2	FKBP59 It is involved in the biological process described with protein folding
isogroup61826_c0_g1	YARS tyrosyl-tRNA aminoacylation
isogroup61898_c0_g1	DYSF plasma membrane repair
isogroup61863_c0_g1	ANO4 intracellular chloride channel activity
isogroup61833_c0_g3	 C-terminal tandem repeated domain in type 4 procollagens
isogroup61842_c0_g1	ACAP2 GTPase activator activity
isogroup61868_c0_g1	PRKCA protein kinase C activity
isogroup61802_c0_g1	RPL7 ribosomal protein
isogroup61800_c0_g1	 beta-N-acetylhexosaminidase activity. It is involved in the biological process described with carbohydrate metabolic process
isogroup61817_c0_g1	MAN2B1 carbohydrate binding. It is involved in the biological process described with mannose metabolic process
isogroup61871_c0_g1	GPR64 G-protein coupled receptor
isogroup61883_c0_g2	TAF5 transcription initiation from RNA polymerase II promoter
isogroup61840_c1_g1	ATP6V0D1 proton-exporting ATPase activity, phosphorylative mechanism
isogroup61820_c0_g1	TAB1 mitogen-activated protein kinase p38 binding
isogroup61872_c0_g1	PRMT8 Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family
isogroup61872_c0_g3	PRMT8 Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family
isogroup95971_c0_g1	PSME3 MDM2/MDM4 family protein binding
isogroup95938_c0_g1	 prohibitin homologues
isogroup95990_c0_g1	AP3D1 protein complex 3, delta 1 subunit
isogroup95976_c0_g1	 Belongs to the glucose-6-phosphate 1-epimerase family
isogroup22335_c0_g1	SNRPG Small nuclear ribonucleoprotein
isogroup21197_c0_g1	CTNNB1 positive regulation of chromatin-mediated maintenance of transcription
isogroup21127_c0_g1	COMMD9 COMM domain-containing protein 9
isogroup99986_c0_g1	NAPG Soluble NSF attachment protein, SNAP
isogroup99963_c0_g1	SEL1L ERAD pathway
isogroup45586_c0_g1	 Calcium ion binding
isogroup45546_c0_g1	CBS cysteine biosynthetic process from serine
isogroup45532_c0_g1	DGAT1 diacylglycerol O-acyltransferase
isogroup45538_c0_g2	 Small nuclear ribonucleoprotein sm d1
isogroup45527_c0_g1	 RNA recognition motif
isogroup56292_c0_g1	RPL34 structural constituent of ribosome
isogroup56218_c0_g1	PDLIM7 ossification
isogroup56259_c0_g1	 Erv1 / Alr family
isogroup56237_c0_g1	CAP1 adenylate cyclase binding
isogroup56233_c0_g1	pnut Septin
isogroup56286_c1_g1	RPL6 60s ribosomal protein
isogroup56204_c0_g1	 dihydroceramide kinase activity
isogroup27145_c0_g1	UBTD2 Ubiquitin-binding domain
isogroup27161_c0_g1	ATP6V1F proton-transporting ATPase activity, rotational mechanism
isogroup27182_c0_g1	ACAD11 very-long-chain-acyl-CoA dehydrogenase activity
isogroup29936_c0_g1	HPD 4-hydroxyphenylpyruvate dioxygenase activity
isogroup29982_c0_g1	SEPT6 ATPase. Has a role at an early stage in the morphogenesis of the spore coat
isogroup29978_c0_g1	 Src homology 2 domains
isogroup57457_c0_g1	TDRKH DNA methylation involved in gamete generation
isogroup57445_c0_g2	 adenylate cyclase-activating G-protein coupled receptor signaling pathway
isogroup57456_c0_g1	 T-complex protein 1 subunit
isogroup57443_c0_g1	kinesin-4A Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
isogroup57404_c0_g1	RAB39B phagosome acidification
isogroup57461_c0_g1	TRAF1 TNF receptor-associated factor
isogroup57470_c0_g1	HELZ Helicase with zinc finger
isogroup57442_c0_g1	TAGLN2 epithelial cell differentiation
isogroup57436_c0_g1	DLD dehydrogenase
isogroup57431_c0_g2	CATSPER1 Cation channel sperm-associated protein 1
isogroup57449_c0_g1	HECTD1 ubiquitin-protein transferase activity
isogroup57411_c0_g1	EIF3C translation initiation factor binding
isogroup57491_c0_g1	TXNDC8 glycerol ether metabolic process
isogroup57492_c0_g1	 actin binding
isogroup57452_c0_g1	 PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
isogroup57435_c0_g1	VCL alpha-catenin binding
isogroup57474_c0_g1	FARSA phenylalanyl-tRNA synthetase, alpha subunit
isogroup90403_c0_g1	SUCLG1 succinate-CoA ligase (GDP-forming) activity
isogroup90488_c0_g1	NAT10 RNA acetylation
isogroup63442_c0_g1	 cellular amide catabolic process
isogroup63459_c0_g1	 erythroblast transformation specific domain
isogroup63400_c0_g1	 Domain of unknown function (DUF4139)
isogroup63483_c1_g1	 LUC7 N_terminus
isogroup63483_c1_g2	 LUC7 N_terminus
isogroup63445_c0_g1	BTF3L4 embryo development ending in birth or egg hatching
isogroup63445_c1_g1	 embryo development ending in birth or egg hatching
isogroup63445_c1_g2	 embryo development ending in birth or egg hatching
isogroup63417_c0_g1	 peptidase inhibitor activity
isogroup63490_c0_g7	 EF-hand domain pair
isogroup63407_c0_g1	PDHB pyruvate dehydrogenase (acetyl-transferring) activity
isogroup63452_c0_g1	KLHL41 Kelch-like protein 41
isogroup63454_c0_g2	SARS2 seryl-tRNA aminoacylation
isogroup63421_c0_g1	GSTO1 Glutathione S-transferase
isogroup63425_c1_g1	RNF31 CD40 signaling pathway
isogroup63448_c0_g1	RpS15 Ribosomal protein S19
isogroup63471_c0_g1	NFKBIE D-serine transport
isogroup63434_c0_g1	 Ubiquitin homologues
isogroup63438_c0_g1	SNRPB Small nuclear ribonucleoprotein-associated
isogroup63404_c0_g1	 hydrolase activity, acting on ester bonds
isogroup63424_c0_g1	DUSP1 protein tyrosine/threonine phosphatase activity
isogroup63408_c0_g2	hdc Headcase protein
isogroup63408_c1_g2	Fmr1 Fragile X mental retardation syndrome-related protein
isogroup63440_c0_g1	Cht4 It is involved in the biological process described with carbohydrate metabolic process
isogroup30013_c0_g1	 ATP-dependent chromatin remodeling
isogroup30068_c0_g1	NFKB1 nuclear factor of kappa light polypeptide gene enhancer in B-cells
isogroup30035_c0_g1	NUDT18 8-hydroxy-dADP phosphatase activity
isogroup15933_c0_g1	RAB2B member RAS oncogene family
isogroup10622_c0_g1	 ubiquitin conjugating enzyme binding
isogroup10614_c0_g1	USP5 ubiquitin-specific protease activity involved in positive regulation of ERAD pathway
isogroup21416_c0_g1	RAD54L2 SNF2 family N-terminal domain
isogroup21466_c0_g1	BIRC6 protein modification by small protein conjugation
isogroup17389_c0_g1	PSMC3 Belongs to the AAA ATPase family
isogroup17379_c0_g1	XDH Xanthine dehydrogenase
isogroup17302_c0_g1	ZZEF1 Zinc finger, ZZ-type
isogroup28072_c0_g1	PKM pyruvate kinase activity
isogroup28086_c0_g1	LAMA2 regulation of embryonic development
isogroup28055_c0_g1	RPL6 60s ribosomal protein
isogroup30327_c0_g1	SLC2A8 Solute carrier family 2 (facilitated glucose transporter), member
isogroup30333_c0_g1	 Tripartite motif-containing protein
isogroup47722_c0_g1	MLXIPL protein-like
isogroup47735_c0_g1	 K02A2.6-like
isogroup47733_c0_g1	 ubiquitin conjugating enzyme binding
isogroup47734_c0_g1	CBS Belongs to the cysteine synthase cystathionine beta- synthase family
isogroup47776_c0_g1	RPS6 T cell proliferation involved in immune response
isogroup47767_c1_g1	Syx1A Syntaxin
isogroup38850_c0_g1	RPL7 Ribosomal protein L7
isogroup38891_c0_g1	 Protein SSUH2 homolog
isogroup53916_c0_g2	CEBPA RNA polymerase I regulatory region DNA binding
isogroup53932_c0_g2	 Adenylyl cyclase-associated protein
isogroup53921_c0_g1	PFKFB2 6-phosphofructo-2-kinase activity
isogroup53977_c0_g2	HAGH Hydroxyacylglutathione hydrolase
isogroup53911_c0_g1	RPL13A Belongs to the universal ribosomal protein uL13 family
isogroup53969_c0_g1	 SOR/SNZ family
isogroup53918_c1_g1	TRAF6 tumor necrosis factor receptor binding
isogroup53990_c0_g1	DDX58 cytoplasmic pattern recognition receptor signaling pathway in response to virus
isogroup53966_c0_g1	 Ankyrin repeat
isogroup53965_c0_g3	Cbp80 MIF4G like
isogroup53949_c0_g1	 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
isogroup53961_c0_g1	NSDHL NAD(P) dependent steroid dehydrogenase-like
isogroup42677_c0_g1	ENY2 Involved in mRNA export coupled transcription activation by association with both the TREX-2 and the SAGA complexes. The transcription regulatory histone acetylation (HAT) complex SAGA is a multiprotein complex that activates transcription by remodeling chromatin and mediating histone acetylation and deubiquitination. Within the SAGA complex, participates to a subcomplex that specifically deubiquitinates histones. The SAGA complex is recruited to specific gene promoters by activators, where it is required for transcription. The TREX-2 complex functions in docking export-competent ribonucleoprotein particles (mRNPs) to the nuclear entrance of the nuclear pore complex (nuclear basket). TREX-2 participates in mRNA export and accurate chromatin positioning in the nucleus by tethering genes to the nuclear periphery
isogroup42636_c0_g1	ASTE1 nuclease activity
isogroup42693_c0_g1	 ATPase activity, coupled to transmembrane movement of substances
isogroup42667_c0_g1	Rpn5 26S proteasome non-ATPase regulatory
isogroup42662_c0_g1	 Fibrinogen-related domains (FReDs)
isogroup42611_c0_g1	UBA1 ubiquitin activating enzyme activity
isogroup76333_c1_g1	 Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein.
isogroup76308_c1_g2	RPUSD2 RNA pseudouridylate synthase
isogroup76364_c0_g2	DPM3 protein O-linked mannosylation
isogroup76344_c0_g1	PLBD2 phospholipase
isogroup76344_c0_g3	PLBD2 phospholipase
isogroup76310_c1_g1	TTLL12 Tubulin-tyrosine ligase family
isogroup76310_c1_g4	TTLL12 ATP binding
isogroup76310_c1_g5	TTLL12 Tubulin tyrosine ligase-like family, member 12
isogroup76314_c1_g1	 CAAX-box protein maturation
isogroup76314_c2_g1	MTMR9 Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
isogroup76314_c2_g2	EMC2 ER membrane protein complex subunit
isogroup76322_c0_g6	DDX17 pri-miRNA transcription by RNA polymerase II
isogroup76322_c0_g11	DDX17 pri-miRNA transcription by RNA polymerase II
isogroup76369_c0_g1	CDK5RAP2 CDK5 regulatory subunit associated protein 2
isogroup76385_c0_g1	 Protein of unknown function (DUF3105)
isogroup76385_c1_g1	Myo1A Unconventional myosin tail, actin- and lipid-binding
isogroup76385_c1_g4	Myo1A translation initiation factor activity
isogroup76338_c7_g1	RPS12 Ribosomal protein S12
isogroup76338_c8_g6	SsRbeta TRAP proteins are part of a complex whose function is to bind calcium to the ER membrane and thereby regulate the retention of ER resident proteins
isogroup76338_c9_g1	ANKZF1 mitochondria-associated ubiquitin-dependent protein catabolic process
isogroup76383_c1_g1	dbi fatty-acyl-CoA binding
isogroup76359_c1_g1	KAT7 histone acetyltransferase activity
isogroup76331_c0_g2	 NACHT domain
isogroup76331_c0_g1	 NACHT domain
isogroup76379_c0_g1	 iron assimilation by reduction and transport
isogroup76300_c2_g1	SMARCA2 SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
isogroup76361_c2_g1	SPAST microtubule-severing ATPase activity
isogroup76376_c1_g1	HARS histidyl-tRNA aminoacylation
isogroup76376_c1_g4	HARS histidyl-tRNA aminoacylation
isogroup76382_c0_g1	NLRP3 NLRP3 inflammasome complex assembly
isogroup76370_c1_g1	TRAF4 TNF receptor-associated factor 4
isogroup76370_c1_g4	 thioesterase binding
isogroup76370_c1_g5	 thioesterase binding
isogroup76386_c0_g1	 osmolarity-sensing cation channel activity
isogroup76327_c0_g1	LUC7L RNA-binding protein Luc7-like
isogroup76327_c1_g1	LUC7L RNA-binding protein Luc7-like
isogroup76327_c1_g2	 Astacin (Peptidase family M12A)
isogroup76327_c1_g3	LUC7L RNA-binding protein Luc7-like
isogroup76399_c0_g2	RABGAP1 GTPase activator activity
isogroup76390_c1_g1	ERCC2 5'-3' DNA helicase activity
isogroup76365_c2_g1	 NHL repeat
isogroup76375_c2_g1	MIB2 ubiquitin-protein transferase activity
isogroup76384_c0_g1	USP16 Specifically deubiquitinates 'Lys-120' of histone H2A (H2AK119Ub), a specific tag for epigenetic transcriptional repression, thereby acting as a coactivator. Deubiquitination of histone H2A is a prerequisite for subsequent phosphorylation at 'Ser-11' of histone H3 (H3S10ph), and is required for chromosome segregation when cells enter into mitosis. In resting B- and T- lymphocytes, phosphorylation by AURKB leads to enhance its activity, thereby maintaining transcription in resting lymphocytes. Regulates Hox gene expression via histone H2A deubiquitination. Prefers nucleosomal substrates. Does not deubiquitinate histone H2B
isogroup76360_c0_g3	LRP1 Domain of unknown function (DUF5050)
isogroup76311_c2_g1	ADCK3 ubiquinone biosynthetic process
isogroup76311_c2_g2	ADCK3 ubiquinone biosynthetic process
isogroup76392_c0_g1	PRPF6 spliceosomal tri-snRNP complex assembly
isogroup76312_c1_g1	CFAP20 Cilia and flagella associated protein 20
isogroup76312_c1_g2	 High affinity copper uptake protein
isogroup76309_c2_g2	LIMK1 LIM domain kinase
isogroup76334_c1_g2	P2RX1 extracellularly ATP-gated cation channel activity
isogroup76371_c0_g1	 Galactose mutarotase-like
isogroup76304_c0_g1	UBQLN1 ubiquitin
isogroup76345_c0_g1	NOLC1 nucleolar and coiled-body phosphoprotein 1
isogroup76394_c0_g2	KAZN keratinization
isogroup76356_c2_g2	SEPT7 ATPase. Has a role at an early stage in the morphogenesis of the spore coat
isogroup76356_c2_g3	SEPT7 ATPase. Has a role at an early stage in the morphogenesis of the spore coat
isogroup76356_c2_g4	SEPT7 ATPase. Has a role at an early stage in the morphogenesis of the spore coat
isogroup76320_c1_g1	 activation of NF-kappaB-inducing kinase activity
isogroup76381_c1_g1	ENGASE mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
isogroup76305_c0_g1	 calmodulin-dependent protein kinase activity
isogroup76305_c1_g1	MAP2K4 mitogen-activated protein kinase kinase
isogroup76305_c1_g5	GNB1L social behavior
isogroup76326_c0_g1	CABLES2 cell division
isogroup76326_c0_g2	BSCL2 lipid droplet organization
isogroup76396_c3_g1	 Guanyl-nucleotide exchange factor activity. It is involved in the biological process described with small GTPase mediated signal transduction
isogroup76393_c0_g1	TDRD6 gamete generation
isogroup76389_c0_g1	SACS negative regulation of inclusion body assembly
isogroup76329_c1_g1	CCP110 Centriolar coiled coil protein 110kDa
